Issue key,Primary Issue,Secondary Issue,Repeat,Suggested Response,Actual Response,Assigned to Respond:,Issue id,Mode,Airport,State,Zip,City,Received / Created,Zip Code,Latitude,Longitude,AutoCity,County,CA Region,Status,Response Time (Days),Response Time,Repeat Formula,Closed,Open,Waiting for customer,Open ATO WSC,Open Other,Response Method,NP Week,Date Range
AWP-201800090,NextGen/PBN,,,,,,15128,Email,ONT,CA,92352,Lake Arrowhead,10/23/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,464,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800091,Aircraft Noise,,,,,,15141,Email,R,CA,91604,"Studio City, CA",10/24/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,155,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800092,NextGen/PBN,,,,,,15143,Email,A,CA,90630,Cypress,10/25/2018,90630,33.82,-118.04,Cypress,Orange County,SoCal,Addressed,138,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800093,NextGen/PBN,,,,,,15144,Email,"BUR, VNY",CA,91403,"Sherman Oaks, 91403",10/25/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,404,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800094,NextGen/PBN,,,,,,15151,Email,R,CA,90210,Benedict Canyon Beverly Hills,10/26/2018,90210,34.10,-118.41,Beverly Hills,Los Angeles County,SoCal,Addressed,153,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800095,NextGen/PBN,,,,,,15152,Email,R,CA,91403,"Sherman, Oaks",10/29/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,169,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800096,Early morning/late night flights,,,,,,15153,Email,R,CA,91604,Studio City,10/29/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,134,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800097,Aircraft Noise,,,,,,15154,Email,"BUR, VNY",CA,91403,Sherman Oaks,10/29/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,400,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800098,NextGen/PBN,,,,,,15155,Email,BUR,CA,91505,Burbank and Hollywood Airports,10/29/2018,91505,34.17,-118.35,Burbank,Los Angeles County,SoCal,Addressed,400,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800099,Helicopter,,,,,,15156,Email,R,CA,91604,Studio City,10/29/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,354,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800100,Low flying / safety,,,,,,15157,Email,X,CA,90603,Whittier,10/29/2018,90603,33.95,-117.99,Whittier,Los Angeles County,SoCal,Addressed,354,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800101,Low flying / safety,,,,,,15158,Email,SMF,CA,95837,Sacramento,10/29/2018,95837,38.69,-121.60,Sacramento,Sacramento County,NorCal,Addressed,459,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800102,Helicopter,,,,,,15159,Email,BUR,CA,91505,Burbank Airport,10/29/2018,91505,34.17,-118.35,Burbank,Los Angeles County,SoCal,Addressed,400,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800103,NextGen/PBN,,,,,,15160,Email,R,CA,91604,Studio City,10/29/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,354,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800104,NextGen/PBN,,,,,,15161,Email,ONT,CA,92352,Lake Arrowhead,10/29/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,400,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800105,NextGen/PBN,,,,,,15162,Email,ONT,CA,92352,Lake Arrowhead,10/30/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800107,NextGen/PBN,,,,,,15164,Email,ONT,CA,92352,Lake Arrowhead,10/30/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,457,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800108,NextGen/PBN,,,,,,15165,Email,ONT,CA,92352,Lake Arrowhead,10/30/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800109,Low flying / safety,,,,,,15166,Email,OAK,CA,94708,Berkeley,10/30/2018,94708,37.90,-122.26,Berkeley,Alameda County,NorCal,Addressed,20,15 - 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800110,NextGen/PBN,,,,,,15167,Email,"BUR, LAX",CA,91604,Studio City,10/30/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,399,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800111,NextGen/PBN,,,,,,15168,Email,ONT,CA,92352,Lake Arrowhead,10/30/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800112,NextGen/PBN,,,,,,15169,Email,ONT,CA,92352,Lake Arrowhead,10/30/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800113,NextGen/PBN,,,,,,15170,Email,R,CA,91403,"Sherman Oaks, Studio City and Encino",10/30/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800114,NextGen/PBN,,,,,,15171,Email,R,CA,91423,Sherman Oaks,10/30/2018,91423,34.15,-118.43,Sherman Oaks,Los Angeles County,SoCal,Addressed,189,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800115,Aircraft Noise,,,,,,15172,Email,X,CA,91302,"Monte Nido, West Calabasas and Liberty Canyon",10/30/2018,91302,34.12,-118.67,Calabasas,Los Angeles County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800116,Helicopter,,,,,,15173,Email,R,CA,91602,Studio City,10/30/2018,91602,34.15,-118.37,North Hollywood,Los Angeles County,SoCal,Addressed,189,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800117,Aircraft Noise,,,,,,15174,Email,LAX,CA,90274,Rancho Palos Verdes,10/30/2018,90274,33.78,-118.37,Palos Verdes Peninsula,Los Angeles County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800118,Aircraft Noise,,,,,,15175,Email,"R, VNY",CA,91403,Sherman Oaks,10/30/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,189,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800119,Aircraft Noise,,,,,,15176,Email,R,CA,91403,Sherman Oaks,10/30/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800120,NextGen/PBN,,,,,,15177,Email,R,CA,91361,Santa Monica Mountains,10/30/2018,91361,34.14,-118.89,Westlake Village,Ventura County,SoCal,Addressed,353,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800121,Early morning/late night flights,,,,,,15179,Email,ONT,CA,92352,Lake Arrowhead,10/31/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,352,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800122,NextGen/PBN,,,,,,15180,Email,ONT,CA,92352,Lake Arrowhead,10/31/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,398,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800123,NextGen/PBN,,,,,,15181,Email,ONT,CA,91746,Lake Arrowhead,10/31/2018,91746,34.04,-117.99,La Puente,Los Angeles County,SoCal,Addressed,398,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800124,NextGen/PBN,,,,,,15182,Email,ONT,CA,92317,Blue Jay,10/31/2018,92317,34.25,-117.21,Blue Jay,San Bernadino County,SoCal,Addressed,398,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800125,NextGen/PBN,,,,,,15183,Email,ONT,CA,92352,Lake Arrowhead,10/31/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,398,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800126,NextGen/PBN,,,,,,15184,Email,ONT,CA,92352,Lake Arrowhead,10/31/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,398,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800127,NextGen/PBN,,,,,,15185,Letter,X,CA,90230,Culver City,11/1/2018,90230,34.00,-118.39,Culver City,Los Angeles County,SoCal,Addressed,173,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800128,NextGen/PBN,,,,,,15186,Letter,LAX,CA,90230,Culver City,11/1/2018,90230,34.00,-118.39,Culver City,Los Angeles County,SoCal,Addressed,173,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800129,NextGen/PBN,,,,,,15187,Letter,LAX,CA,90230,Culver City,11/1/2018,90230,34.00,-118.39,Culver City,Los Angeles County,SoCal,Addressed,173,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800130,NextGen/PBN,,,,,,15188,Letter,LAX,CA,90230,Culver City,11/1/2018,90230,34.00,-118.39,Culver City,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800131,NextGen/PBN,,,,,,15189,Letter,LAX,CA,90230,Culver City,11/1/2018,90230,34.00,-118.39,Culver City,Los Angeles County,SoCal,Addressed,139,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800132,NextGen/PBN,,,,,,15190,Letter,LAX,CA,90230,Culver City,11/1/2018,90230,34.00,-118.39,Culver City,Los Angeles County,SoCal,Addressed,173,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800133,NextGen/PBN,,,,,,15191,Letter,LAX,CA,90230,Culver City,11/1/2018,90230,34.00,-118.39,Culver City,Los Angeles County,SoCal,Addressed,173,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800134,NextGen/PBN,,,,,,15201,Email,BUR,CA,91604,Studio City,11/7/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,391,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800135,NextGen/PBN,,,,,,15202,Email,ONT,CA,92352,Lake Arrowhead,11/7/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,391,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800136,NextGen/PBN,,,,,,15214,Email,OAK,CA,94611,"Oakland, CA",11/9/2018,94611,37.83,-122.20,Oakland,Alameda County,NorCal,Addressed,389,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800137,NextGen/PBN,,,,,,15215,Email,R,CA,91403,Sherman Oaks,11/9/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,343,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800138,NextGen/PBN,,,,,,15221,Email,T,CA,92352,Lake Arrowhead,11/15/2018,92352,34.26,-117.20,Lake Arrowhead,San Bernadino County,SoCal,Addressed,337,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800139,Aircraft Noise,,,,,,15222,Email,T,CA,90278,Redondo Beach,11/16/2018,90278,33.87,-118.37,Redondo Beach,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800140,Aircraft Noise,,,,,,15223,Email,CCR,CA,94526,danville,11/16/2018,94526,37.81,-121.99,Danville,Contra Costa County,NorCal,Addressed,3,Less than 15 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800141,Aircraft Noise,,,,,,15224,Email,SNA,CA,92692,Mission Viejo,11/16/2018,92692,33.61,-117.64,Mission Viejo,Orange County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800142,NextGen/PBN,,,,,,15225,Email,LAX,CA,90016,Los Angeles,11/16/2018,90016,34.03,-118.35,Los Angeles,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800143,Aircraft Noise,,,,,,15233,Email,RBK,CA,92679,Coto De Caza,11/16/2018,92679,33.61,-117.60,Trabuco Canyon,Orange County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800144,Helicopter,,,,,,15241,Email,VNY,CA,91306,Winnetka,11/16/2018,91306,34.21,-118.58,Winnetka,Los Angeles County,SoCal,Addressed,286,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800145,Helicopter,,,,,,15242,Email,RNO,NV,89523,Reno,11/16/2018,89523,39.52,-119.91,Reno,Washoe County,#N/A,Addressed,3,Less than 15 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800146,Aircraft Noise,,,,,,15246,Email,SMO,CA,90077,Los Angeles,11/16/2018,90077,34.11,-118.46,Los Angeles,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800147,Low flying / safety,,,,,,15249,Email,R,CA,91403,Sherman Oaks,11/23/2018,91403,34.15,-118.46,Sherman Oaks,Los Angeles County,SoCal,Addressed,433,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800148,,,,,,,15301,Email,LAX,CA,90278,Redondo Beach,11/30/2018,90278,33.87,-118.37,Redondo Beach,Los Angeles County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800149,Aircraft Noise,,,,,,15302,Email,LAX,CA,90007,Los Angeles,11/30/2018,90007,34.03,-118.28,Los Angeles,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800150,,,,,,,15303,Email,LAX,CA,90018,Los Angeles,11/30/2018,90018,34.03,-118.32,Los Angeles,Los Angeles County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800151,NextGen/PBN,,,,,,15305,Email,RBK,CA,92679,Coto De Caza,11/30/2018,92679,33.61,-117.60,Trabuco Canyon,Orange County,SoCal,Addressed,202,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800152,Aircraft Noise,,,,,,15308,Email,LAX,CA,90272,Pacific Palisades,11/30/2018,90272,34.09,-118.53,Pacific Palisades,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800153,Helicopter,Helicopter,No,,,,15310,Email,HNL,HI,96822,Honolulu,11/30/2018,96822,21.32,-157.81,Honolulu,Honolulu County,#N/A,Addressed,368,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800154,Aircraft Noise,,,,,,15316,Email,LAS,NV,89123,Las Vegas,11/30/2018,89123,36.04,-115.15,Las Vegas,Clark County,#N/A,Addressed,112,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800155,Low flying / safety,,,,,,15317,Email,LAX,CA,90018,Los Angeles,11/30/2018,90018,34.03,-118.32,Los Angeles,Los Angeles County,SoCal,Addressed,172,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800156,Early morning/late night flights,,,,,,15318,Email,HWD,CA,94555,FREMONT,11/30/2018,94555,37.55,-122.10,Fremont,Alameda County,NorCal,Addressed,112,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800157,Aircraft Noise,,,,,,15322,Email,LAS,NV,89148,Las Vegas,11/30/2018,89148,36.08,-115.30,Las Vegas,Clark County,#N/A,Addressed,136,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800158,Early morning/late night flights,,,,,,15327,Email,AJO,CA,92879,corona,11/30/2018,92879,33.88,-117.53,Corona,Riverside County,SoCal,Addressed,202,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800159,Low flying / safety,,,,,,15328,Email,SAN,CA,92114,San Diego,11/30/2018,92114,32.71,-117.06,San Diego,San Diego County,SoCal,Addressed,297,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800160,Recent change or increase in air traffic,Commercial,No,,,,15329,Email,JHM,HI,96763,Kaanapali Hillside Residential Area,11/30/2018,96763,20.84,-156.93,Lanai City,Maui County,#N/A,Addressed,110,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800161,NextGen/PBN,,,,,,15336,Email,LAX,CA,92317,Lake Arrowhead Mountain,12/7/2018,92317,34.25,-117.21,Blue Jay,San Bernadino County,SoCal,Addressed,103,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800162,NextGen/PBN,,,,,,15337,Email,ONT,CA,92317,Lake Arrowhead Mountain Communities,12/7/2018,92317,34.25,-117.21,Blue Jay,San Bernadino County,SoCal,Addressed,361,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800163,NextGen/PBN,,,,,,15338,Email,R,CA,91604,Studio City,12/7/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,151,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800164,Early morning/late night flights,,,,,,15339,Email,R,CA,91505,"North Hollywood, California",12/7/2018,91505,34.17,-118.35,Burbank,Los Angeles County,SoCal,Addressed,314,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800165,NextGen/PBN,,,,,,15341,Letter,SFO,CA,95010,Capitola,12/12/2018,95010,36.98,-121.95,Capitola,Santa Cruz County,NorCal,Addressed,356,More than 30 days,New Complainant,1,0,0,0,,Letter,0,8/1/2018 - 1/4/2019
AWP-201800166,Aircraft Noise,,,,,,15344,Email,LAX,CA,90044,Los Angeles,12/13/2018,90044,33.95,-118.29,Los Angeles,Los Angeles County,SoCal,Addressed,159,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800167,NextGen/PBN,,,,,,15345,Email,SNA,CA,92629,Dana Point,12/13/2018,92629,33.48,-117.71,Dana Point,Orange County,SoCal,Addressed,193,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800168,Aircraft Noise,,,,,,15349,Email,TUS,AZ,85741,Tucson,12/13/2018,85741,32.34,-111.04,Tucson,Pima County,#N/A,Addressed,105,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800169,Aircraft Noise,,,,,,15352,Email,BXS,CA,92004,Borrego Springs,12/13/2018,92004,33.14,-116.11,Borrego Springs,San Diego County,SoCal,Addressed,159,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800170,Aircraft Noise,,,,,,15355,Email,CMA,CA,91377,Oak Park,12/13/2018,91377,34.18,-118.77,Oak Park,Ventura County,SoCal,Addressed,200,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800171,Low flying / safety,,,,,,15356,Email,VNY,CA,91436,Encino,12/13/2018,91436,34.15,-118.49,Encino,Los Angeles County,SoCal,Addressed,413,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800172,Early morning/late night flights,,,,,,15357,Email,PHX,AZ,85041,Phoenix,12/13/2018,85041,33.39,-112.11,Phoenix,Maricopa County,#N/A,Addressed,97,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800173,Early morning/late night flights,,,,,,15365,Email,LAS,NV,89117,Las Vegas,12/13/2018,89117,36.14,-115.28,Las Vegas,Clark County,#N/A,Addressed,99,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800174,Aircraft Noise,,,,,,15366,Email,LAX,CA,91302,Calabasas,12/13/2018,91302,34.12,-118.67,Calabasas,Los Angeles County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800175,Low flying / safety,,,,,,15369,Email,OAK,CA,94708,Berkeley,12/13/2018,94708,37.90,-122.26,Berkeley,Alameda County,NorCal,Addressed,130,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800176,Aircraft Noise,,,,,,15371,Email,BUR,CA,91604,Studio City,12/13/2018,91604,34.14,-118.39,Studio City,Los Angeles County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800177,Aircraft Noise,,,,,,15376,Email,EMT,CA,91706,Baldwin Park,12/13/2018,91706,34.10,-117.97,Baldwin Park,Los Angeles County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800178,NextGen/PBN,,,,,,15378,Email,SNA,CA,92653,Laguna Hills,12/13/2018,92653,33.59,-117.70,Laguna Hills,Orange County,SoCal,Addressed,194,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800179,NextGen/PBN,,,,,,15380,Email,X,CA,91320,Newbury Park,12/13/2018,91320,34.18,-118.95,Newbury Park,Ventura County,SoCal,Addressed,159,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800181,Helicopter,Helicopter,Yes,,,,15387,Email,HNL,HI,96795,Waimanalo,12/13/2018,96795,21.34,-157.71,Waimanalo,Honolulu County,#N/A,Addressed,355,More than 30 days,Repeat Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800182,NextGen/PBN,,,,,,15392,Email,DVT,AZ,85255,Scottsdale,12/13/2018,85255,33.67,-111.82,Scottsdale,Maricopa County,#N/A,Addressed,130,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800183,Helicopter,,,,,,15395,Email,PHX,AZ,85022,Phoenix,12/13/2018,85022,33.63,-112.05,Phoenix,Maricopa County,#N/A,Addressed,126,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800184,NextGen/PBN,,,,,,15400,Email,"JWA, SNA",CA,92660,Newport Beach Ca,12/18/2018,92660,33.63,-117.87,Newport Beach,Orange County,SoCal,Addressed,350,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800185,NextGen/PBN,,,,,,15401,Email,O69,CA,94951,Penngrove,12/18/2018,94951,38.32,-122.65,Penngrove,Sonoma County,NorCal,Addressed,100,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800186,Early morning/late night flights,,,,,,15402,Email,LGB,CA,90808,Long Beach,12/18/2018,90808,33.82,-118.11,Long Beach,Los Angeles County,SoCal,Addressed,189,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800187,Low flying / safety,,,,,,15403,Email,SEE,CA,91935,Jamul,12/18/2018,91935,32.72,-116.79,Jamul,San Diego County,SoCal,Addressed,184,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
AWP-201800188,Aerobatic Practices,,,,,,15405,Email,NRS,CA,91932,Imperial Beach,12/18/2018,91932,32.57,-117.12,Imperial Beach,San Diego County,SoCal,Addressed,77,More than 30 days,New Complainant,1,0,0,0,,Email,0,8/1/2018 - 1/4/2019
